"user_id","created_at","action","info"
"16","2025-07-04 14:13:02.785771","sign_up","{""name"": ""dan_miller22"", ""user_name"": null, ""bio"": ""Passionate about economics and politics. Government & Public Administration enthusiast. ISTJ""}"
"17","2025-07-04 14:13:02.785771","sign_up","{""name"": ""dannyhealthsci"", ""user_name"": null, ""bio"": ""Passionate about health science, culture & society, and business. ENFP""}"
"18","2025-07-04 14:13:02.785771","sign_up","{""name"": ""econbiz94"", ""user_name"": null, ""bio"": ""Passionate about economics and business. Still learning and growing at 94!""}"
"19","2025-07-04 14:13:02.785771","sign_up","{""name"": ""financequeen50"", ""user_name"": null, ""bio"": ""Passionate finance professional with a keen interest in economics and business. Always striving for success and fostering growth.""}"
"20","2025-07-04 14:13:03.723271","sign_up","{""name"": ""bella_businessmind"", ""user_name"": null, ""bio"": ""Passionate about economics & business administration. Always seeking to learn & grow. ISFJ.""}"
"21","2025-07-04 14:13:03.723271","sign_up","{""name"": ""steve_thinker"", ""user_name"": null, ""bio"": ""Exploring the intersections of economics, culture & society, and business. Human Services professional.""}"
"22","2025-07-04 14:13:03.723271","sign_up","{""name"": ""victoria_investa"", ""user_name"": null, ""bio"": ""Health Science professional with a passion for economics and business. Turning insights into action. Coffee aficionado \u2615\ufe0f""}"
"23","2025-07-04 14:13:03.723271","sign_up","{""name"": ""jthompsonENFP"", ""user_name"": null, ""bio"": ""Lifelong learner with a passion for education and cultural exploration. ENFP | Educator | Business enthusiast""}"
"24","2025-07-04 14:13:04.662391","sign_up","{""name"": ""ArchitectMike49"", ""user_name"": null, ""bio"": ""Passionate architect & construction enthusiast | Embracing creativity in design | Sharing insights on culture, society & business""}"
"25","2025-07-04 14:13:04.662391","sign_up","{""name"": ""lunabright"", ""user_name"": null, ""bio"": ""Exploring the intersection of culture and business \ud83c\udf1f | Marketing enthusiast \ud83d\ude80 | Dreamer and doer \ud83d\udca1""}"
"26","2025-07-04 14:13:04.662391","sign_up","{""name"": ""sophiegreen17"", ""user_name"": null, ""bio"": ""Exploring the world through agriculture and fun! \ud83c\udf3f\ud83c\udf89 #ISFP""}"
"27","2025-07-04 14:13:04.662391","sign_up","{""name"": ""bizsavvy19"", ""user_name"": null, ""bio"": ""Passionate about all things business and economics. Business Management student. Let's talk numbers and strategies!""}"
"28","2025-07-04 14:13:04.662391","sign_up","{""name"": ""emilygovguru"", ""user_name"": null, ""bio"": ""Passionate about economics and politics. Working in Government & Public Administration. Let's discuss policies and make a change!""}"
"29","2025-07-04 14:13:05.600131","sign_up","{""name"": ""liv_lawandorder"", ""user_name"": null, ""bio"": ""Passionate about law, society, and making a difference. INFJ. Advocate for justice.""}"
"30","2025-07-04 14:13:05.600131","sign_up","{""name"": ""livs_eduworld"", ""user_name"": null, ""bio"": ""Passionate about education, culture, and fun! \ud83d\udcda\u2728 Let's learn and have some fun together!""}"
"31","2025-07-04 14:13:05.600131","sign_up","{""name"": ""FunMarketerCarlos"", ""user_name"": null, ""bio"": ""\ud83d\udcbc Marketing enthusiast | \ud83c\udf89 Fun seeker | \ud83d\udcf7 Amateur photographer | \u2728 Living life to the fullest""}"
"32","2025-07-04 14:13:05.600131","sign_up","{""name"": ""emilyedu20"", ""user_name"": null, ""bio"": ""Passionate about education, culture, and business. Learning enthusiast. \ud83d\udcda #ISFJ""}"
"33","2025-07-04 14:13:06.537571","sign_up","{""name"": ""henrybizmind"", ""user_name"": null, ""bio"": ""Passionate about economics and business. Always seeking growth opportunities in the world of business.""}"
"34","2025-07-04 14:13:06.537571","sign_up","{""name"": ""cassie_scitech"", ""user_name"": null, ""bio"": ""Enthusiastic STEM student exploring the world of Information Technology and Culture & Society. \ud83c\udf10\ud83d\udd2c #STEMlover #TechGeek""}"
"35","2025-07-04 14:13:06.537571","sign_up","{""name"": ""SoulfulMarketer"", ""user_name"": null, ""bio"": ""Finding inspiration in creativity and connecting with people through marketing strategies. Sharing thoughts on culture, society, and business.""}"
"0","2025-07-04 14:13:38.618491","create_post","{""content"": ""I heard about this course that as a supply supervisor, I have to take to get 3SG."", ""post_id"": 1}"
"1","2025-07-04 14:13:38.618491","create_post","{""content"": ""Just some background info: I'm an NSF that's doing mainly clerical work in a stayout unit. I report to two direct superiors\u2014one DX8 and one ME3. Both of my direct superiors report to my OC, who's a DX11. Whenever I need to go for MA or on duty, I will have to inform two of them so that both of them are aware. Hence, when I want to take leave, I will have to ask the two of them as well. Only when both of them agree can I apply on OneNS. If one were to disagree, that's it... I cannot take leave. Unlike the regulars, I only have 14 days of leave in a calendar year. No childcare leave, no parent care leave, no exam leave, etc. However, even with 14 days of leave in a single year, I find it super difficult to take/clear leave. It's not as if my unit is very busy, and it's not even an Ops Unit. Surely my absence for just a couple of days won't matter much, right?"", ""post_id"": 2}"
"2","2025-07-04 14:13:38.618491","create_post","{""content"": ""A few years ago while I was serving NS, my unit had a random urine test which I failed and was sent to Mowbray camp to do another urine test. The thing is, I have never taken any illegal drugs. At that point of time though, I was suffering from dry cough and taking off the shelf cough medicine which I declared before I took the test. When I went to Mowbray camp and did the more sophisticated urine test, I failed again for opiate. I remember that the MP took my urine and stored it in a metal box and sent it to HSA(?) I believe. Anyway, I continued my NS for another 8 months and did not hear a single word about it and completed my service with no issues, so I guess it is safe to assume case was closed. Anyone with similar experience?"", ""post_id"": 3}"
"3","2025-07-04 14:13:38.618491","create_post","{""content"": ""Does anyone know if theres a physical event this year or is it still virtual? If there is when is it?"", ""post_id"": 4}"
"4","2025-07-04 14:13:39.556831","create_post","{""content"": ""I'm currently still in school, and won't be serving until 2030. However, I have heard things from other people. Though they all frame it to be some kind of glorious comedic positive experience I think its actually some kind of traumatic response. So should I be scared of it?"", ""post_id"": 5}"
"5","2025-07-04 14:13:39.556831","create_post","{""content"": ""I went to PCC to extend my Excuse Stay-in status and the next day i checked my ehealth i saw an Excuse Critical Ops Area status. What does this mean chat"", ""post_id"": 6}"
"6","2025-07-04 14:13:39.556831","create_post","{""content"": ""Hi guys I\u2019ll be going in next Friday (SAF) and I was wondering what are the things not mentioned on the packing list that I should probably bring to ensure a smoother confinement thanks!"", ""post_id"": 7}"
"7","2025-07-04 14:13:39.556831","create_post","{""content"": ""I'll be going to SCDF next week as a PES B4 and was wondering what I would be doing there and what should I expect? My understanding is that BRT is only 1 month and that's it."", ""post_id"": 8}"
"8","2025-07-04 14:13:40.494391","create_post","{""content"": ""As above. I understand details are classified. Can u just briefly say if this role make u feel burn out too often or not? I understand sometimes need to work long hours due to exigencies. But is that a norm?"", ""post_id"": 9}"
"9","2025-07-04 14:13:40.494391","create_post","{""content"": ""There's recent posts of people wanting to sign on with uniformed service i.e Army, Navy, Police etc. My unsolicited advice - please think carefully and think far ahead - you must ask someone in the mirror and ask him/her why is it you want to sign on? Money? Job stability? Glory? Ego? Time spent in service is time and youth YOU CANT GET BACK. It'll be harder to pivot back to CV world as age catches up. Mind you, 90% skills-set learned in uniformed service are non-transferable. Only a handful managed to get a job in private sector. Most end up as taxi driver, property/insurance agent, menial work like cleaner or F&B staff or others."", ""post_id"": 10}"
"10","2025-07-04 14:13:40.494391","create_post","{""content"": ""Lowk wanna sign for couple of reasons:\nMoney. Aiming to get the scholarship with regular pay. Also being able to draw LTC and CPT pay for 3-4 yrs will probably help grow my net worth.\nI have no bloody clue what I want to do in the future after studying. I have a placing in local uni for sci degree but idk what to do after that ah. I was thinking even if I sign and dun like js grind thru the 4 extra years then quit."", ""post_id"": 11}"
"11","2025-07-04 14:13:40.494391","create_post","{""content"": ""A bit background about myself - 28 this year and decided to join back SAF after few years in private sector. Currently am a DXO doing manpower/HR functions. Decided to do this since there isn\u2019t much answers to DXO-related queries here and there. Feel free to ask, including HR-related questions too :)"", ""post_id"": 12}"
"12","2025-07-04 14:13:41.431891","create_post","{""content"": ""Assuming that you start with a uni degree. Any answers would be appreciated!"", ""post_id"": 13}"
"13","2025-07-04 14:13:41.431891","create_post","{""content"": ""hi guys, just wanted to know and understand what is the programme like for a 1 day lowkey ict, like what it can it range like is it ippt/ light training etc?"", ""post_id"": 14}"
"14","2025-07-04 14:13:41.431891","create_post","{""content"": ""Gotten the congratulatory letter after my reservist ICT because I tank the workload of those that defered I was inform I will get the $200 in credit in lifesg app and I will receive an SMS? However it's already been 3 weeks and haven't gotten the SMS. How long does it take for them to process it? Checked the app and no credit is being disbursed too, do I have to wait? Or call the helpline"", ""post_id"": 15}"
"15","2025-07-04 14:13:41.431891","create_post","{""content"": ""Hey Guys, I bought two powerbanks from HXR Shopee. 40k and 60k. Is it enough for Confinement in Kranji? About 10 to 11 days i guess? So far i feel the powerbank i buy deplets so fast \ud83d\ude2d but maybe need to do a few full cycles first."", ""post_id"": 16}"
"16","2025-07-04 14:13:42.371251","create_post","{""content"": ""I was born in Singapore but have lived in America for most of my life. I am going to be returning to serve in a few weeks (lowk cooked) and have been assigned to SCDF, Pes C2. I have a couple questions regarding life in NS, cultural diffs, general guidance. Any info/advice from ppl familiar with my situation or know ppl who have gone through smth similar would be very much appreciated!\nAny essential items that you highly recommend I bring/make sure to buy? Have the basics like shaver, a couple charger banks, watch, etc."", ""post_id"": 17}"
"17","2025-07-04 14:13:42.371251","create_post","{""content"": ""Hello, i hope to enter healthcare sector in the public sector. Im wondering, will my ns service be counted as work experience and subsequently higher pay? Also, how much extra? 300? Thanks in advance."", ""post_id"": 18}"
"18","2025-07-04 14:13:42.371251","create_post","{""content"": ""Use this to ask smaller questions or for discussions.\nDownvotes are strongly discouraged\nPlease be polite\nJoin our Discord Server\nRead the Frequently Asked Questions too\nIf you have any issues, please contact the mods."", ""post_id"": 19}"
"19","2025-07-04 14:13:42.371251","create_post","{""content"": ""Currently PES A in ptp batch. Having a hard time in ptp and bmt. I am worried about bmt coming soon and my ippt. I have a few questions. I know that I need to pass 2/3 of the highkeys to POP. My ippt will always fail. It has been 2 months and there isn\u2019t much improvement in my score. Can I talk to OO for any help?? I am also worried about the make up training(mut) coming up. Heard that they may call you back for 2 days. Is there any way to not go for the mut other than pasing? How big is a jump from PTP to BMT. I heard that failing your ippt will give you an easier vocation/unit. Is it true?"", ""post_id"": 20}"
"20","2025-07-04 14:13:43.307011","create_post","{""content"": ""Additional: Because 7 hours of uninterrupted rest cannot be enforced, is it still possible to be HA current? Wondering if anyone has similar experiences. Thanks!"", ""post_id"": 21}"
"21","2025-07-04 14:13:43.307011","create_post","{""content"": ""Deployed for NDP from 7.30 am - 11.30 pm every Saturday. Will they compensate based on monthly salary or rank pay?"", ""post_id"": 22}"
"22","2025-07-04 14:13:43.307011","create_post","{""content"": ""Hi, entering next week and was wondering if i should get a cheap casio plastic watch. I know a smart watch will be provided but how often are you expected to wear it and how long can the battery last? Thanks!"", ""post_id"": 23}"
"23","2025-07-04 14:13:43.307011","create_post","{""content"": ""At first, I thought I\u2019d just go through the motions and ORD. But somewhere along the way, I realised I was actually changing. How I think, how I handle stress, how I work with people. Did anyone else have that moment? What made it hit you?"", ""post_id"": 24}"
"24","2025-07-04 14:13:43.307011","create_post","{""content"": ""can ask sargent to share hotspot?"", ""post_id"": 25}"
"25","2025-07-04 14:13:44.246431","create_post","{""content"": ""Due to the recent influx of people interested in regular service (probably due to the job market), I would like to share my story. I hope it helps in your decision if you\u2019re on the fence. I signed on at the age of 20 into one of the non-green service branches (I won\u2019t name which), and many years later, still consider it as the worst decision of my life so far. I left right after my bond was up. First was the insane workload, all the time. I\u2019ve had friends who had to stay in even years into their service, having no time for family or friends. People will argue that it\u2019s the military and obviously when you sign on the dotted line you\u2019re selling your soul to the organisation but I\u2019ve also seen many people joining and thinking they would have time for things outside, but were hit with reality fast. I personally was living on so little sleep because I wanted to have time for my hobbies and family, and when someone works so much, sleep would naturally be the first thing to sacrifice. My health obviously deteriorated living like that. There\u2019s no such thing as overtime in the SAF."", ""post_id"": 26}"
"26","2025-07-04 14:13:44.246431","create_post","{""content"": ""I\u2019m just wondering because I heard from others that they\u2019re everywhere in the bunk rooms and that some people develop allergies."", ""post_id"": 27}"
"27","2025-07-04 14:13:44.246431","create_post","{""content"": ""I really hate my ns life, feels like the life of me is getting sucked away every time I book in. At the start it was ok, felt like bmt was fun but frequently had crises about how I\u2019m gonna spend the next two years of my life like this while my female peers get to travel, go for internship, get job experience, and further study and secure a job 2 years earlier than all of us stuck in this camp. Well I tried to occupy my time by trying to do work for my unit but the jobs are so boring. I\u2019m an ASA and wow dare I say my entire unit work can be easily replaced by automation. Well but no, we are forced to do repetitive tasks that just make me feel miserable. Well there are more details on why my job just really doesn\u2019t appeal to me but I won\u2019t elaborate right now. Well things got sort of busy, I started occupying myself by learning a third language and going for classes on weekends. Made me feel really tired but I guess there\u2019s something to take away from NS. I spend all my book out time on weekdays gaming to numb the pain."", ""post_id"": 28}"
"28","2025-07-04 14:13:44.246431","create_post","{""content"": ""Hello all, I am an NSF who has not completed my first BMT, and a soldier in transition with a current PES of A. But the problem is now I have Ear issues, which I have sent a memo from the ENT reffed by MINDEF to the MO, more than a month ago. I really need to downpes in order to Recourse my BMT, for my own safety. May I know how long does it even take for me to down PES, when I have already sent a memo regarding a dysfunction in my ears and mild deafness in my right ear. Basically I can't hear anything on my right ear which is ringing till now."", ""post_id"": 29}"
"29","2025-07-04 14:13:45.183811","create_post","{""content"": ""Hi everyone, I\u2019m reaching out for advice on a really upsetting situation I\u2019ve faced in camp during NS. I live in the barracks (my family does not live in the country anymore but I still hold citizenship), and recently, while I stepped out of my room to use the bathroom, another serviceman entered my room without permission. He apparently thought I stole his drink (with no evidence whatsoever) and, in response, destroyed my personal device worth $2.8k. This device is incredibly important to me; it\u2019s the sole item I use for my university studies. My family isn\u2019t affluent, so replacing this is a huge financial burden."", ""post_id"": 30}"
"30","2025-07-04 14:13:45.183811","create_post","{""content"": ""hey so not really related to ns but i cant post in other comms so here will do. does anyone who work out regularly know the best gyms to go to? activesg gyms or any other. preferably the ones that arent too expensive and crowded"", ""post_id"": 31}"
"31","2025-07-04 14:13:45.183811","create_post","{""content"": ""also, why some of the air force personnel\u2019s smart 4 super blue while some are still pretty light blue/ white-ish? isit bcos its super old so the colour bleached out? cos i noticed that the navy uniform is generally whiter than air force, but i have seen some inconsistency between these 2 services uniform colours"", ""post_id"": 32}"
"32","2025-07-04 14:13:45.183811","create_post","{""content"": ""i saw on ndp website that ballot results were out by today and unfortunately after getting 6 attempts (family n friends) i still didnt get a ticket to see my bf :( i even bought my I LOVE SG shirt already ARGHHHH does any other NSGF have a spare ticket to let me tag along? not looking to go against guidelines n buy from resellers... ty!!"", ""post_id"": 33}"
"33","2025-07-04 14:13:45.183811","create_post","{""content"": ""Helloo my bf is going to Tekong soon and idk how to prep for this. I have no idea how ns works?? Should I be gifting him anything for BMT aside from the basics? And when they book in/out... If there are any nsgfs with bfs heading in soon pls dm me... Any input for that matter, regarding bmt/ns would be rly helpful. Thanks! Edit: Also! How is BMT for someone in PesB1, is training very strenuous immediately, or is it a build-up slowly situation? What do they usually do?"", ""post_id"": 34}"
"34","2025-07-04 14:13:46.126351","create_post","{""content"": ""Whats the process like and roughly how long does it take?"", ""post_id"": 35}"
"35","2025-07-04 14:13:46.126351","create_post","{""content"": ""Hi, I have a few questions about Recovery Coy and would really appreciate hearing from anyone with first hand experience. I\u2019ve been having a hard time adjusting to NS life. I\u2019m struggling with sleep, barely have an appetite, and generally feel weaker and more drained. I was diagnosed with depressive disorder with anxiety features by a private psychiatrist but the camp MO (I am from mono infantry) rejected the memo. I later went to saf carehub and was offered to be in Recovery Coy. However before this I was also told that downpesing might be difficult and if it goes through, I\u2019ll likely have to redo BMT at Tekong. Worse still, I might end up back in my mono unit which I really want to avoid. So my options is just completing BMT in recovery coy. Added to that I just want to know what would happen to me after I pop"", ""post_id"": 36}"
"0","2025-07-04 14:13:49.869391","refresh","{""posts"": [{""post_id"": 4, ""user_id"": 3, ""content"": ""Does anyone know if theres a physical event this year or is it still virtual? If there is when is it?"", ""created_at"": ""2025-07-04 14:13:38.618491"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 8, ""user_id"": 7, ""content"": ""I'll be going to SCDF next week as a PES B4 and was wondering what I would be doing there and what should I expect? My understanding is that BRT is only 1 month and that's it."", ""created_at"": ""2025-07-04 14:13:39.556831"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 23, ""user_id"": 22, ""content"": ""Hi, entering next week and was wondering if i should get a cheap casio plastic watch. I know a smart watch will be provided but how often are you expected to wear it and how long can the battery last? Thanks!"", ""created_at"": ""2025-07-04 14:13:43.307011"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 25, ""user_id"": 24, ""content"": ""can ask sargent to share hotspot?"", ""created_at"": ""2025-07-04 14:13:43.307011"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 26, ""user_id"": 25, ""content"": ""Due to the recent influx of people interested in regular service (probably due to the job market), I would like to share my story. I hope it helps in your decision if you\u2019re on the fence. I signed on at the age of 20 into one of the non-green service branches (I won\u2019t name which), and many years later, still consider it as the worst decision of my life so far. I left right after my bond was up. First was the insane workload, all the time. I\u2019ve had friends who had to stay in even years into their service, having no time for family or friends. People will argue that it\u2019s the military and obviously when you sign on the dotted line you\u2019re selling your soul to the organisation but I\u2019ve also seen many people joining and thinking they would have time for things outside, but were hit with reality fast. I personally was living on so little sleep because I wanted to have time for my hobbies and family, and when someone works so much, sleep would naturally be the first thing to sacrifice. My health obviously deteriorated living like that. There\u2019s no such thing as overtime in the SAF."", ""created_at"": ""2025-07-04 14:13:44.246431"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}]}"
"1","2025-07-04 14:13:49.869391","refresh","{""posts"": [{""post_id"": 3, ""user_id"": 2, ""content"": ""A few years ago while I was serving NS, my unit had a random urine test which I failed and was sent to Mowbray camp to do another urine test. The thing is, I have never taken any illegal drugs. At that point of time though, I was suffering from dry cough and taking off the shelf cough medicine which I declared before I took the test. When I went to Mowbray camp and did the more sophisticated urine test, I failed again for opiate. I remember that the MP took my urine and stored it in a metal box and sent it to HSA(?) I believe. Anyway, I continued my NS for another 8 months and did not hear a single word about it and completed my service with no issues, so I guess it is safe to assume case was closed. Anyone with similar experience?"", ""created_at"": ""2025-07-04 14:13:38.618491"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 12, ""user_id"": 11, ""content"": ""A bit background about myself - 28 this year and decided to join back SAF after few years in private sector. Currently am a DXO doing manpower/HR functions. Decided to do this since there isn\u2019t much answers to DXO-related queries here and there. Feel free to ask, including HR-related questions too :)"", ""created_at"": ""2025-07-04 14:13:40.494391"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 17, ""user_id"": 16, ""content"": ""I was born in Singapore but have lived in America for most of my life. I am going to be returning to serve in a few weeks (lowk cooked) and have been assigned to SCDF, Pes C2. I have a couple questions regarding life in NS, cultural diffs, general guidance. Any info/advice from ppl familiar with my situation or know ppl who have gone through smth similar would be very much appreciated!\nAny essential items that you highly recommend I bring/make sure to buy? Have the basics like shaver, a couple charger banks, watch, etc."", ""created_at"": ""2025-07-04 14:13:41.431891"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 22, ""user_id"": 21, ""content"": ""Deployed for NDP from 7.30 am - 11.30 pm every Saturday. Will they compensate based on monthly salary or rank pay?"", ""created_at"": ""2025-07-04 14:13:43.307011"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 28, ""user_id"": 27, ""content"": ""I really hate my ns life, feels like the life of me is getting sucked away every time I book in. At the start it was ok, felt like bmt was fun but frequently had crises about how I\u2019m gonna spend the next two years of my life like this while my female peers get to travel, go for internship, get job experience, and further study and secure a job 2 years earlier than all of us stuck in this camp. Well I tried to occupy my time by trying to do work for my unit but the jobs are so boring. I\u2019m an ASA and wow dare I say my entire unit work can be easily replaced by automation. Well but no, we are forced to do repetitive tasks that just make me feel miserable. Well there are more details on why my job just really doesn\u2019t appeal to me but I won\u2019t elaborate right now. Well things got sort of busy, I started occupying myself by learning a third language and going for classes on weekends. Made me feel really tired but I guess there\u2019s something to take away from NS. I spend all my book out time on weekdays gaming to numb the pain."", ""created_at"": ""2025-07-04 14:13:44.246431"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}]}"
"2","2025-07-04 14:13:49.869391","refresh","{""posts"": [{""post_id"": 5, ""user_id"": 4, ""content"": ""I'm currently still in school, and won't be serving until 2030. However, I have heard things from other people. Though they all frame it to be some kind of glorious comedic positive experience I think its actually some kind of traumatic response. So should I be scared of it?"", ""created_at"": ""2025-07-04 14:13:39.556831"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 11, ""user_id"": 10, ""content"": ""Lowk wanna sign for couple of reasons:\nMoney. Aiming to get the scholarship with regular pay. Also being able to draw LTC and CPT pay for 3-4 yrs will probably help grow my net worth.\nI have no bloody clue what I want to do in the future after studying. I have a placing in local uni for sci degree but idk what to do after that ah. I was thinking even if I sign and dun like js grind thru the 4 extra years then quit."", ""created_at"": ""2025-07-04 14:13:40.494391"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 21, ""user_id"": 20, ""content"": ""Additional: Because 7 hours of uninterrupted rest cannot be enforced, is it still possible to be HA current? Wondering if anyone has similar experiences. Thanks!"", ""created_at"": ""2025-07-04 14:13:42.371251"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 23, ""user_id"": 22, ""content"": ""Hi, entering next week and was wondering if i should get a cheap casio plastic watch. I know a smart watch will be provided but how often are you expected to wear it and how long can the battery last? Thanks!"", ""created_at"": ""2025-07-04 14:13:43.307011"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 36, ""user_id"": 35, ""content"": ""Hi, I have a few questions about Recovery Coy and would really appreciate hearing from anyone with first hand experience. I\u2019ve been having a hard time adjusting to NS life. I\u2019m struggling with sleep, barely have an appetite, and generally feel weaker and more drained. I was diagnosed with depressive disorder with anxiety features by a private psychiatrist but the camp MO (I am from mono infantry) rejected the memo. I later went to saf carehub and was offered to be in Recovery Coy. However before this I was also told that downpesing might be difficult and if it goes through, I\u2019ll likely have to redo BMT at Tekong. Worse still, I might end up back in my mono unit which I really want to avoid. So my options is just completing BMT in recovery coy. Added to that I just want to know what would happen to me after I pop"", ""created_at"": ""2025-07-04 14:13:46.126351"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}]}"
"3","2025-07-04 14:13:49.869391","refresh","{""posts"": [{""post_id"": 7, ""user_id"": 6, ""content"": ""Hi guys I\u2019ll be going in next Friday (SAF) and I was wondering what are the things not mentioned on the packing list that I should probably bring to ensure a smoother confinement thanks!"", ""created_at"": ""2025-07-04 14:13:39.556831"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 16, ""user_id"": 15, ""content"": ""Hey Guys, I bought two powerbanks from HXR Shopee. 40k and 60k. Is it enough for Confinement in Kranji? About 10 to 11 days i guess? So far i feel the powerbank i buy deplets so fast \ud83d\ude2d but maybe need to do a few full cycles first."", ""created_at"": ""2025-07-04 14:13:41.431891"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 18, ""user_id"": 17, ""content"": ""Hello, i hope to enter healthcare sector in the public sector. Im wondering, will my ns service be counted as work experience and subsequently higher pay? Also, how much extra? 300? Thanks in advance."", ""created_at"": ""2025-07-04 14:13:42.371251"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 21, ""user_id"": 20, ""content"": ""Additional: Because 7 hours of uninterrupted rest cannot be enforced, is it still possible to be HA current? Wondering if anyone has similar experiences. Thanks!"", ""created_at"": ""2025-07-04 14:13:42.371251"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}, {""post_id"": 35, ""user_id"": 34, ""content"": ""Whats the process like and roughly how long does it take?"", ""created_at"": ""2025-07-04 14:13:46.126351"", ""score"": 0, ""num_shares"": 0, ""num_reports"": 0, ""comments"": []}]}"
